DTSTAMP,DTSTART,DTEND,SUMMARY,LOCATION,DESCRIPTION,CREATED,LAST-MODIFIED,SEQUENCE
<icalendar.prop.vDDDTypes object at 0x00000210948AE680>,2021-12-06T07:15:00,2021-12-06T11:00:00,BDD : MODELE RELATIONNEL,RT-Salle Info CAO,"

LP-CyberSécurité
LP-GSIE-ARE-1
PRESLES BENOÎT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AEA70>,2021-10-19T06:15:00,2021-10-19T10:15:00,Réseaux opérateurs SM,RT-Labo Telecoms 1,"

RT2Hamming
DEJUSSIEU JEAN LOUIS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AEE60>,2021-12-09T14:30:00,2021-12-09T16:30:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AF280>,2021-11-25T09:15:00,2021-11-25T11:15:00,Architecture des systèmes numériques et informatiques,"RT-Labo Informatique 1,TEAMS","

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AF670>,2022-02-07T14:30:00,2022-02-07T16:30:00,TP Solutions métier,RT-Labo reseaux 1,"

LP-CyberSécurité
CABEZAS NICOLAS
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AFA60>,2021-10-05T12:00:00,2021-10-05T16:00:00,Bases des systèmes d'exploitation,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948AFF70>,2021-11-09T09:15:00,2021-11-09T11:15:00,Anglais,RT-Labo Informatique 1,"

RT2Hamming
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C02B0>,2022-02-18T12:30:00,2022-02-18T16:30:00,Administration système,RT-Labo reseaux 2,"

RT1App
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C06A0>,2022-01-04T08:15:00,2022-01-04T11:15:00,Transmission large bande,RT-Labo Informatique 1,"

RT2Hamming
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C0A90>,2021-11-30T07:15:00,2021-11-30T11:15:00,Gestion d'annuaires unifiés,RT-Labo Informatique 3,"

RT2Hamming
MANSOURI ALAMIN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C0E80>,2021-09-14T08:15:00,2021-09-14T10:15:00,Transmission large bande,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C1270>,2021-10-21T07:15:00,2021-10-21T10:15:00,Electronique,RT-Labo Electronique 1,"

RT1Shannon1
RT1Shannon2
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C1660>,2021-09-27T12:00:00,2021-09-27T14:00:00,Transmission large bande,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C1A50>,2021-12-14T07:15:00,2021-12-14T11:15:00,Architecture des systèmes numériques et informatiques,RT-Labo Informatique 2,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C1E40>,2021-09-21T12:00:00,2021-09-21T16:00:00,SAE11: Cybersécurité,RT-Labo Informatique 2,"

RT1Huffman
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C2230>,2021-12-07T07:15:00,2021-12-07T09:15:00,Services réseaux avancés,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C2620>,2021-10-12T06:15:00,2021-10-12T08:15:00,Fondamentaux de la programmation,RT-Salle-TD1,"

TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C2A40>,2021-12-17T09:15:00,2021-12-17T11:15:00,PortFolio - CISCO,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C2E30>,2021-10-01T11:30:00,2021-10-01T15:30:00,Initiation réseaux,RT-Labo reseaux 1,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C3220>,2021-12-03T12:30:00,2021-12-03T15:30:00,DS TP Blanc Electronique,RT-Labo Electronique 1,"

RT1Huffman
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C3610>,2021-09-21T08:15:00,2021-09-21T10:15:00,SAE11: Cybersécurité,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C3A00>,2022-02-14T08:15:00,2022-02-14T11:15:00,Signaux et systèmes pour les transmissions,RT-Labo Telecoms 2,"

RT1Huffman
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948C3E20>,2021-10-05T08:15:00,2021-10-05T10:15:00,Fondamentaux de la programmation,RT-Salle-TD2,"

TDFourier
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D0280>,2021-12-13T07:15:00,2021-12-13T11:15:00,SAE12: Réseaux,RT-Labo reseaux 2,"

RT1Turing
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D06A0>,2021-10-25T14:00:00,2021-10-25T16:00:00,PPP,"RT-Labo Informatique 2,RT-Labo Informatique 1","

RT2Dijkstra
RT2App
RT2Hamming
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D0AC0>,2021-12-01T15:00:00,2021-12-01T17:00:00,Anglais général,RT-Labo Informatique 2,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D0EB0>,2022-01-28T09:15:00,2022-01-28T11:15:00,Mathématiques des systèmes numériques,RT-Salle-TD1,"

RT1Huffman
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D12D0>,2021-10-19T06:15:00,2021-10-19T08:15:00,Anglais,RT-Salle-TD3,"

RT2App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D16C0>,2022-02-17T12:30:00,2022-02-17T15:30:00,Analyse et traitement de données structurées,RT-Labo Informatique 3,"

RT1App
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D1AE0>,2022-02-08T07:15:00,2022-02-08T09:15:00,Anglais Technique,RT-Salle-TD1,"

TDBell
TDBell
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D1ED0>,2021-11-18T09:15:00,2021-11-18T10:45:00,Réseaux locaux et équipements actifs,RT-Salle-TD2,"

TDFourier
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D22F0>,2021-11-17T13:00:00,2021-11-17T15:00:00,Réseaux opérateurs MR,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D26E0>,2021-10-08T11:30:00,2021-10-08T15:30:00,Fondamentaux de la programmation,RT-Labo Informatique 3,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D2B00>,2021-09-29T08:15:00,2021-09-29T10:15:00,Initiation réseaux,RT-Labo Informatique 3,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D2EF0>,2021-11-23T08:15:00,2021-11-23T11:15:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D3310>,2021-12-17T07:15:00,2021-12-17T09:15:00,SAE12: Réseaux,RT-Labo reseaux 2,"

RT1Shannon1
RT1Shannon2
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D3700>,2021-09-14T14:00:00,2021-09-14T16:00:00,Anglais,RT-Salle-TD3,"

RT2App
CARTIER ANNA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948D3AF0>,2021-10-14T06:15:00,2021-10-14T08:15:00,Mathématiques des transmissions,RT-Salle-TD1,"

TDBell
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EC0A0>,2022-01-03T13:00:00,2022-01-03T16:00:00,Supports de transmission pour les réseaux locaux,RT-Labo Telecoms 2,"

RT1Huffman
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EC310>,2022-01-05T09:15:00,2022-01-05T11:15:00,SAE13: Telecommunication,RT-Labo Telecoms 2,"

RT1Huffman
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EC700>,2022-01-06T14:30:00,2022-01-06T16:30:00,TP Maintien de la disponibilité,RT-Salle-TD4,"

LP-CyberSécurité
BARANEK OLIVIER
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ECAF0>,2021-10-01T13:30:00,2021-10-01T15:30:00,Anglais général,RT-Labo Informatique 3,"

RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ECEE0>,2022-01-18T09:15:00,2022-01-18T11:15:00,Réseaux cellulaires,RT-Salle-TD4,"

RT2Hamming
RT2Dijkstra
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ED2D0>,2021-11-09T13:00:00,2021-11-09T15:00:00,Infrastructure sans fil,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948ED6C0>,2021-12-13T07:15:00,2021-12-13T11:00:00,Programmation appareils CISCO,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
BACONNIER RICHARD
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EDAB0>,2022-01-07T07:15:00,2022-01-07T08:45:00,Réseaux locaux et équipements actifs,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EDED0>,2021-11-08T08:15:00,2021-11-08T11:15:00,Electronique,RT-Labo Electronique 1,"

RT1Turing
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EE2C0>,2021-11-08T15:00:00,2021-11-08T17:00:00,Electronique,RT-Salle-TD1,"

TDBell
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EE6B0>,2022-01-11T15:00:00,2022-01-11T17:00:00,PPP,RT-Salle Info CAO,"

RT2Dijkstra
RT2Hamming
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EEAA0>,2022-01-11T12:30:00,2022-01-11T14:30:00,TP Supervision et sécurisation du SI,RT-Labo reseaux 1,"

LP-CyberSécurité
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EEEC0>,2021-09-30T11:30:00,2021-09-30T13:30:00,Introduction aux technologies Web,RT-Labo Informatique 2,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EF2E0>,2022-01-12T07:15:00,2022-01-12T09:15:00,Communication,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
CHANAMBEAU CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EF6D0>,2022-02-18T09:15:00,2022-02-18T11:15:00,Technologie de l'internet,,"

RT1App
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EFAC0>,2021-11-19T07:15:00,2021-11-19T09:15:00,Architecture des systèmes numériques et informatiques,"RT-Labo Informatique 3,TEAMS","

TDBell
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210948EFFD0>,2022-01-05T07:15:00,2022-01-05T11:15:00,SAE14: Se présenter sur Internet,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094900310>,2021-11-18T12:30:00,2021-11-18T14:30:00,Anglais général,RT-Salle Labo Visio,"

RT1App
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094900700>,2021-12-10T12:30:00,2021-12-10T16:30:00,Architecture des systèmes numériques et informatiques,RT-Labo Informatique 1,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094900AF0>,2021-10-01T06:15:00,2021-10-01T10:15:00,Initiation réseaux,RT-Labo reseaux 1,"

RT1Turing
AZZOUNI SOUMAYA
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094900EE0>,2021-10-04T12:00:00,2021-10-04T14:00:00,Transmissions guidées,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949012D0>,2021-11-16T07:15:00,2021-11-16T09:15:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949016C0>,2022-02-09T07:15:00,2022-02-09T09:15:00,Technologie de l'internet,RT-Salle-TD2,"

RT1Turing
RT1Shannon1
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094901AB0>,2021-09-27T08:15:00,2021-09-27T10:15:00,Transmission large bande,RT-Salle-TD4,"

RT2-S3
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094901EA0>,2021-10-07T06:15:00,2021-10-07T10:15:00,DS TP Initiation réseaux,RT-Labo reseaux 1,"

RT1Turing
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094902290>,2021-11-19T09:15:00,2021-11-19T11:15:00,Electronique,RT-Salle Labo Visio,"

RT1App
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094902680>,2021-10-08T06:15:00,2021-10-08T10:15:00,DS TP Initiation réseaux,RT-Labo reseaux 1,"

RT1Huffman
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094902A70>,2021-11-16T15:00:00,2021-11-16T17:00:00,Mathématiques des transmissions,RT-Salle-TD2,"

TDFourier
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094902E60>,2022-01-07T07:15:00,2022-01-07T11:15:00,SAE15: Traiter des données,RT-Labo Informatique 3,"

RT1Shannon1
RT1Shannon2
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094903250>,2022-02-07T07:15:00,2022-02-07T11:15:00,Sources de données,RT-Labo Informatique 1,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094903640>,2022-01-07T09:15:00,2022-01-07T11:15:00,CM Maintien de la disponibilité,RT-Salle-TD4,"

LP-CyberSécurité
EMERY FRANCK
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094903A30>,2021-12-16T07:15:00,2021-12-16T11:00:00,Systèmes et stockage virtualisés,Pôle formation (Monéteau),"

LP-GSIE-ARE-1
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094903F70>,2021-10-06T08:15:00,2021-10-06T10:15:00,Transmissions guidées,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ZIMMER CHRISTINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949102B0>,2021-10-26T08:15:00,2021-10-26T10:15:00,Infrastructure sans fil,RT-Salle-TD3,"

RT2App
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949106A0>,2021-12-01T15:00:00,2021-12-01T17:00:00,Réseaux opérateurs MR,RT-Salle-TD4,"

RT2Dijkstra
RT2Hamming
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094910A90>,2021-12-14T13:00:00,2021-12-14T17:00:00,SAE12: Réseaux,RT-Labo reseaux 1,"

RT1Huffman
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094910EB0>,2022-02-04T07:15:00,2022-02-04T11:15:00,Sources de données,RT-Labo Informatique 1,"

RT1Huffman
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949112A0>,2021-09-09T08:15:00,2021-09-09T10:15:00,Anglais général,RT-Salle-TD2,"

RT1Shannon1
RT1Turing
PETITPRE KAREEN
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094911690>,2022-01-04T13:00:00,2022-01-04T17:00:00,Services réseaux avancés,RT-Labo Informatique 3,"

RT2Hamming
PERNOT ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094911A80>,2021-11-15T13:00:00,2021-11-15T15:00:00,Réseaux locaux et équipements actifs,RT-Salle Labo Visio,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094911EA0>,2022-02-08T09:15:00,2022-02-08T11:15:00,Sources de données,RT-Salle Labo Visio,"

RT1App
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094912290>,2021-10-22T11:30:00,2021-10-22T14:30:00,Principes et architecture des réseaux,RT-Labo reseaux 2,"

RT1App
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x00000210949126B0>,2021-11-18T07:15:00,2021-11-18T09:15:00,Architecture des systèmes numériques et informatiques,"RT-Labo Informatique 1,TEAMS","

TDFourier
VIOIX JEAN-BAPTISTE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094912AA0>,2021-12-16T07:15:00,2021-12-16T09:15:00,TP Hacking éthique,RT-Salle-TD1,"

LP-CyberSécurité
DEPREZ JEAN-LUC
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094912E90>,2021-11-22T15:00:00,2021-11-22T17:00:00,PPP,RT-Labo Informatique 2,"

RT2App
CHABOT ROBERT
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094913280>,2021-11-24T07:15:00,2021-11-24T11:15:00,Réseaux opérateurs MR,RT-Labo reseaux 1,"

RT2Dijkstra
ROY MICHAEL
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094913670>,2021-10-29T11:30:00,2021-10-29T15:30:00,Bases des systèmes d'exploitation,RT-Labo Informatique 2,"

RT1Shannon2
RT1Shannon1
NECTOUX ANTOINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
<icalendar.prop.vDDDTypes object at 0x0000021094913A90>,2021-11-24T13:00:00,2021-11-24T15:00:00,Infrastructure sans fi,RT-Labo Telecoms 1,"

RT2Hamming
MARCEL SEVERINE
(Exported :05/01/2022 11:04)
",1970-01-01T00:00:00,2022-01-05T10:04:49,-2094427407
